location,date,context,change
South Africa,2020-06-15,workplaces,-0.38
South Africa,2020-06-16,workplaces,-0.7
South Africa,2020-06-17,workplaces,-0.34
South Africa,2020-06-18,workplaces,-0.35
South Africa,2020-06-19,workplaces,-0.34
South Africa,2020-06-20,workplaces,-0.08
South Africa,2020-06-21,workplaces,-0.03
South Africa,2020-06-22,workplaces,-0.37
South Africa,2020-06-23,workplaces,-0.36
South Africa,2020-06-24,workplaces,-0.34
South Africa,2020-06-25,workplaces,-0.34
South Africa,2020-06-26,workplaces,-0.34
South Africa,2020-06-27,workplaces,-0.1
South Africa,2020-06-28,workplaces,-0.05
South Africa,2020-06-29,workplaces,-0.34
South Africa,2020-06-30,workplaces,-0.33
South Africa,2020-07-01,workplaces,-0.32
South Africa,2020-07-02,workplaces,-0.33
South Africa,2020-07-03,workplaces,-0.33
South Africa,2020-07-04,workplaces,-0.08
South Africa,2020-07-05,workplaces,-0.03
South Africa,2020-07-06,workplaces,-0.34
South Africa,2020-07-07,workplaces,-0.34
South Africa,2020-07-08,workplaces,-0.34
South Africa,2020-07-09,workplaces,-0.36
South Africa,2020-07-10,workplaces,-0.36
South Africa,2020-07-11,workplaces,-0.14
South Africa,2020-07-12,workplaces,-0.09
South Africa,2020-07-13,workplaces,-0.37
South Africa,2020-07-14,workplaces,-0.37
South Africa,2020-07-15,workplaces,-0.35
South Africa,2020-07-16,workplaces,-0.36
South Africa,2020-07-17,workplaces,-0.35
South Africa,2020-07-18,workplaces,-0.11
South Africa,2020-07-19,workplaces,-0.09
South Africa,2020-07-20,workplaces,-0.35
South Africa,2020-07-21,workplaces,-0.36
South Africa,2020-07-22,workplaces,-0.34
South Africa,2020-07-23,workplaces,-0.35
South Africa,2020-07-24,workplaces,-0.33
South Africa,2020-07-25,workplaces,-0.1
South Africa,2020-07-26,workplaces,-0.08
South Africa,2020-07-27,workplaces,-0.38
South Africa,2020-07-28,workplaces,-0.38
South Africa,2020-07-29,workplaces,-0.38
South Africa,2020-07-30,workplaces,-0.38
South Africa,2020-07-31,workplaces,-0.37
South Africa,2020-08-01,workplaces,-0.1
South Africa,2020-08-02,workplaces,-0.05
South Africa,2020-08-03,workplaces,-0.34
South Africa,2020-08-04,workplaces,-0.35
South Africa,2020-08-05,workplaces,-0.34
South Africa,2020-08-06,workplaces,-0.35
South Africa,2020-08-07,workplaces,-0.35
South Africa,2020-08-08,workplaces,-0.1
South Africa,2020-08-09,workplaces,-0.09
South Africa,2020-08-10,workplaces,-0.73
South Africa,2020-08-11,workplaces,-0.32
South Africa,2020-08-12,workplaces,-0.32
South Africa,2020-08-13,workplaces,-0.32
South Africa,2020-08-14,workplaces,-0.31
South Africa,2020-08-15,workplaces,-0.06
South Africa,2020-08-16,workplaces,-0.06
South Africa,2020-08-17,workplaces,-0.31
South Africa,2020-08-18,workplaces,-0.3
South Africa,2020-08-19,workplaces,-0.31
South Africa,2020-08-20,workplaces,-0.31
South Africa,2020-08-21,workplaces,-0.3
South Africa,2020-08-22,workplaces,-0.08
South Africa,2020-08-23,workplaces,-0.07
South Africa,2020-08-24,workplaces,-0.3
South Africa,2020-08-25,workplaces,-0.29
South Africa,2020-08-26,workplaces,-0.28
South Africa,2020-08-27,workplaces,-0.29
South Africa,2020-08-28,workplaces,-0.29
South Africa,2020-08-29,workplaces,-0.09
South Africa,2020-08-30,workplaces,-0.08
South Africa,2020-08-31,workplaces,-0.29
South Africa,2020-09-01,workplaces,-0.28
South Africa,2020-02-15,residential,-0.02
South Africa,2020-02-16,residential,0
South Africa,2020-02-17,residential,0.01
South Africa,2020-02-18,residential,0.01
South Africa,2020-02-19,residential,0.01
South Africa,2020-02-20,residential,-0.01
South Africa,2020-02-21,residential,-0.03
South Africa,2020-02-22,residential,0
South Africa,2020-02-23,residential,0.03
South Africa,2020-02-24,residential,0.01
South Africa,2020-02-25,residential,-0.01
South Africa,2020-02-26,residential,-0.01
South Africa,2020-02-27,residential,-0.01
South Africa,2020-02-28,residential,-0.02
South Africa,2020-02-29,residential,-0.02
South Africa,2020-03-01,residential,-0.01
South Africa,2020-03-02,residential,0.01
South Africa,2020-03-03,residential,-0.01
South Africa,2020-03-04,residential,0
South Africa,2020-03-05,residential,0
South Africa,2020-03-06,residential,-0.01
South Africa,2020-03-07,residential,0
South Africa,2020-03-08,residential,0.02
South Africa,2020-03-09,residential,0.01
South Africa,2020-03-10,residential,-0.01
South Africa,2020-03-11,residential,-0.02
South Africa,2020-03-12,residential,-0.02
South Africa,2020-03-13,residential,-0.04
South Africa,2020-03-14,residential,-0.01
South Africa,2020-03-15,residential,0.02
South Africa,2020-03-16,residential,0.03
South Africa,2020-03-17,residential,0.05
South Africa,2020-03-18,residential,0.07
South Africa,2020-03-19,residential,0.09
South Africa,2020-03-20,residential,0.09
South Africa,2020-03-21,residential,0.08
South Africa,2020-03-22,residential,0.09
South Africa,2020-03-23,residential,0.11
South Africa,2020-03-24,residential,0.09
South Africa,2020-03-25,residential,0.07
South Africa,2020-03-26,residential,0.06
South Africa,2020-03-27,residential,0.4
South Africa,2020-03-28,residential,0.28
South Africa,2020-03-29,residential,0.24
South Africa,2020-03-30,residential,0.36
South Africa,2020-03-31,residential,0.35
South Africa,2020-04-01,residential,0.35
South Africa,2020-04-02,residential,0.37
South Africa,2020-04-03,residential,0.38
South Africa,2020-04-04,residential,0.27
South Africa,2020-04-05,residential,0.22
South Africa,2020-04-06,residential,0.37
South Africa,2020-04-07,residential,0.36
South Africa,2020-04-08,residential,0.36
South Africa,2020-04-09,residential,0.36
South Africa,2020-04-10,residential,0.44
South Africa,2020-04-11,residential,0.27
South Africa,2020-04-12,residential,0.23
South Africa,2020-04-13,residential,0.42
South Africa,2020-04-14,residential,0.36
South Africa,2020-04-15,residential,0.36
South Africa,2020-04-16,residential,0.36
South Africa,2020-04-17,residential,0.38
South Africa,2020-04-18,residential,0.26
South Africa,2020-04-19,residential,0.23
South Africa,2020-04-20,residential,0.35
South Africa,2020-04-21,residential,0.35
South Africa,2020-04-22,residential,0.35
South Africa,2020-04-23,residential,0.35
South Africa,2020-04-24,residential,0.36
South Africa,2020-04-25,residential,0.23
South Africa,2020-04-26,residential,0.22
South Africa,2020-04-27,residential,0.4
South Africa,2020-04-28,residential,0.32
South Africa,2020-04-29,residential,0.33
South Africa,2020-04-30,residential,0.31
South Africa,2020-05-01,residential,0.35
South Africa,2020-05-02,residential,0.2
South Africa,2020-05-03,residential,0.18
South Africa,2020-05-04,residential,0.26
South Africa,2020-05-05,residential,0.26
South Africa,2020-05-06,residential,0.26
South Africa,2020-05-07,residential,0.26
South Africa,2020-05-08,residential,0.29
South Africa,2020-05-09,residential,0.19
South Africa,2020-05-10,residential,0.17
South Africa,2020-05-11,residential,0.27
South Africa,2020-05-12,residential,0.26
South Africa,2020-05-13,residential,0.26
South Africa,2020-05-14,residential,0.26
South Africa,2020-05-15,residential,0.27
South Africa,2020-05-16,residential,0.18
South Africa,2020-05-17,residential,0.18
South Africa,2020-05-18,residential,0.26
South Africa,2020-05-19,residential,0.25
South Africa,2020-05-20,residential,0.26
South Africa,2020-05-21,residential,0.26
South Africa,2020-05-22,residential,0.27
South Africa,2020-05-23,residential,0.17
South Africa,2020-05-24,residential,0.17
South Africa,2020-05-25,residential,0.25
South Africa,2020-05-26,residential,0.24
South Africa,2020-05-27,residential,0.24
South Africa,2020-05-28,residential,0.24
South Africa,2020-05-29,residential,0.24
South Africa,2020-05-30,residential,0.15
South Africa,2020-05-31,residential,0.14
South Africa,2020-06-01,residential,0.19
South Africa,2020-06-02,residential,0.2
South Africa,2020-06-03,residential,0.2
South Africa,2020-06-04,residential,0.2
South Africa,2020-06-05,residential,0.21
South Africa,2020-06-06,residential,0.13
South Africa,2020-06-07,residential,0.13
South Africa,2020-06-08,residential,0.19
South Africa,2020-06-09,residential,0.19
South Africa,2020-06-10,residential,0.21
South Africa,2020-06-11,residential,0.21
South Africa,2020-06-12,residential,0.21
South Africa,2020-06-13,residential,0.14
South Africa,2020-06-14,residential,0.14
South Africa,2020-06-15,residential,0.19
South Africa,2020-06-16,residential,0.31
South Africa,2020-06-17,residential,0.19
South Africa,2020-06-18,residential,0.2
South Africa,2020-06-19,residential,0.2
South Africa,2020-06-20,residential,0.13
South Africa,2020-06-21,residential,0.13
South Africa,2020-06-22,residential,0.2
South Africa,2020-06-23,residential,0.19
South Africa,2020-06-24,residential,0.19
South Africa,2020-06-25,residential,0.18
South Africa,2020-06-26,residential,0.18
South Africa,2020-06-27,residential,0.12
South Africa,2020-06-28,residential,0.12
South Africa,2020-06-29,residential,0.18
South Africa,2020-06-30,residential,0.17
South Africa,2020-07-01,residential,0.17
South Africa,2020-07-02,residential,0.18
South Africa,2020-07-03,residential,0.18
South Africa,2020-07-04,residential,0.12
South Africa,2020-07-05,residential,0.12
South Africa,2020-07-06,residential,0.18
South Africa,2020-07-07,residential,0.18
South Africa,2020-07-08,residential,0.18
South Africa,2020-07-09,residential,0.2
South Africa,2020-07-10,residential,0.2
South Africa,2020-07-11,residential,0.14
South Africa,2020-07-12,residential,0.12
South Africa,2020-07-13,residential,0.19
South Africa,2020-07-14,residential,0.19
South Africa,2020-07-15,residential,0.19
South Africa,2020-07-16,residential,0.19
South Africa,2020-07-17,residential,0.2
South Africa,2020-07-18,residential,0.14
South Africa,2020-07-19,residential,0.14
South Africa,2020-07-20,residential,0.19
South Africa,2020-07-21,residential,0.19
South Africa,2020-07-22,residential,0.2
South Africa,2020-07-23,residential,0.2
South Africa,2020-07-24,residential,0.19
South Africa,2020-07-25,residential,0.12
South Africa,2020-07-26,residential,0.12
South Africa,2020-07-27,residential,0.2
South Africa,2020-07-28,residential,0.19
South Africa,2020-07-29,residential,0.19
South Africa,2020-07-30,residential,0.19
South Africa,2020-07-31,residential,0.18
South Africa,2020-08-01,residential,0.1
South Africa,2020-08-02,residential,0.1
South Africa,2020-08-03,residential,0.18
South Africa,2020-08-04,residential,0.18
South Africa,2020-08-05,residential,0.18
South Africa,2020-08-06,residential,0.18
South Africa,2020-08-07,residential,0.17
South Africa,2020-08-08,residential,0.1
South Africa,2020-08-09,residential,0.11
South Africa,2020-08-10,residential,0.26
South Africa,2020-08-11,residential,0.16
South Africa,2020-08-12,residential,0.17
South Africa,2020-08-13,residential,0.16
South Africa,2020-08-14,residential,0.15
South Africa,2020-08-15,residential,0.11
South Africa,2020-08-16,residential,0.11
South Africa,2020-08-17,residential,0.17
South Africa,2020-08-18,residential,0.15
South Africa,2020-08-19,residential,0.15
South Africa,2020-08-20,residential,0.14
South Africa,2020-08-21,residential,0.15
South Africa,2020-08-22,residential,0.09
South Africa,2020-08-23,residential,0.09
South Africa,2020-08-24,residential,0.15
South Africa,2020-08-25,residential,0.14
South Africa,2020-08-26,residential,0.13
South Africa,2020-08-27,residential,0.13
South Africa,2020-08-28,residential,0.13
South Africa,2020-08-29,residential,0.07
South Africa,2020-08-30,residential,0.07
South Africa,2020-08-31,residential,0.13
South Africa,2020-09-01,residential,0.13
Pakistan,2020-02-15,retail_and_recreation,0.03
Pakistan,2020-02-16,retail_and_recreation,0.03
Pakistan,2020-02-17,retail_and_recreation,0.08
Pakistan,2020-02-18,retail_and_recreation,0.04
Pakistan,2020-02-19,retail_and_recreation,0
Pakistan,2020-02-20,retail_and_recreation,-0.03
Pakistan,2020-02-21,retail_and_recreation,0.01
Pakistan,2020-02-22,retail_and_recreation,0.01
Pakistan,2020-02-23,retail_and_recreation,0.02
Pakistan,2020-02-24,retail_and_recreation,0.08
Pakistan,2020-02-25,retail_and_recreation,0.04
Pakistan,2020-02-26,retail_and_recreation,0
Pakistan,2020-02-27,retail_and_recreation,0
Pakistan,2020-02-28,retail_and_recreation,-0.01
Pakistan,2020-02-29,retail_and_recreation,-0.03
Pakistan,2020-03-01,retail_and_recreation,0.03
Pakistan,2020-03-02,retail_and_recreation,0.1
Pakistan,2020-03-03,retail_and_recreation,0.06
Pakistan,2020-03-04,retail_and_recreation,0.02
Pakistan,2020-03-05,retail_and_recreation,-0.02
Pakistan,2020-03-06,retail_and_recreation,-0.05
Pakistan,2020-03-07,retail_and_recreation,-0.01
Pakistan,2020-03-08,retail_and_recreation,0.04
Pakistan,2020-03-09,retail_and_recreation,0.12
Pakistan,2020-03-10,retail_and_recreation,0.07
Pakistan,2020-03-11,retail_and_recreation,-0.06
Pakistan,2020-03-12,retail_and_recreation,-0.02
Pakistan,2020-03-13,retail_and_recreation,0.01
Pakistan,2020-03-14,retail_and_recreation,-0.03
Pakistan,2020-03-15,retail_and_recreation,-0.05
Pakistan,2020-03-16,retail_and_recreation,0.03
Pakistan,2020-03-17,retail_and_recreation,-0.04
Pakistan,2020-03-18,retail_and_recreation,-0.13
Pakistan,2020-03-19,retail_and_recreation,-0.18
Pakistan,2020-03-20,retail_and_recreation,-0.26
Pakistan,2020-03-21,retail_and_recreation,-0.34
Pakistan,2020-03-22,retail_and_recreation,-0.48
Pakistan,2020-03-23,retail_and_recreation,-0.59
Pakistan,2020-03-24,retail_and_recreation,-0.66
Pakistan,2020-03-25,retail_and_recreation,-0.68
Pakistan,2020-03-26,retail_and_recreation,-0.69
Pakistan,2020-03-27,retail_and_recreation,-0.73
Pakistan,2020-03-28,retail_and_recreation,-0.72
Pakistan,2020-03-29,retail_and_recreation,-0.7
Pakistan,2020-03-30,retail_and_recreation,-0.66
Pakistan,2020-03-31,retail_and_recreation,-0.68
Pakistan,2020-04-01,retail_and_recreation,-0.68
Pakistan,2020-04-02,retail_and_recreation,-0.66
Pakistan,2020-04-03,retail_and_recreation,-0.69
Pakistan,2020-04-04,retail_and_recreation,-0.67
Pakistan,2020-04-05,retail_and_recreation,-0.65
Pakistan,2020-04-06,retail_and_recreation,-0.6
Pakistan,2020-04-07,retail_and_recreation,-0.62
Pakistan,2020-04-08,retail_and_recreation,-0.64
Pakistan,2020-04-09,retail_and_recreation,-0.65
Pakistan,2020-04-10,retail_and_recreation,-0.66
Pakistan,2020-04-11,retail_and_recreation,-0.65
Pakistan,2020-04-12,retail_and_recreation,-0.65
Pakistan,2020-04-13,retail_and_recreation,-0.59
Pakistan,2020-04-14,retail_and_recreation,-0.61
Pakistan,2020-04-15,retail_and_recreation,-0.59
Pakistan,2020-04-16,retail_and_recreation,-0.57
Pakistan,2020-04-17,retail_and_recreation,-0.63
Pakistan,2020-04-18,retail_and_recreation,-0.6
Pakistan,2020-04-19,retail_and_recreation,-0.57
Pakistan,2020-04-20,retail_and_recreation,-0.51
Pakistan,2020-04-21,retail_and_recreation,-0.53
Pakistan,2020-04-22,retail_and_recreation,-0.53
Pakistan,2020-04-23,retail_and_recreation,-0.52
Pakistan,2020-04-24,retail_and_recreation,-0.55
Pakistan,2020-04-25,retail_and_recreation,-0.64
Pakistan,2020-04-26,retail_and_recreation,-0.63
Pakistan,2020-04-27,retail_and_recreation,-0.58
Pakistan,2020-04-28,retail_and_recreation,-0.57
Pakistan,2020-04-29,retail_and_recreation,-0.58
Pakistan,2020-04-30,retail_and_recreation,-0.57
Pakistan,2020-05-01,retail_and_recreation,-0.63
Pakistan,2020-05-02,retail_and_recreation,-0.59
Pakistan,2020-05-03,retail_and_recreation,-0.58
Pakistan,2020-05-04,retail_and_recreation,-0.51
Pakistan,2020-05-05,retail_and_recreation,-0.53
Pakistan,2020-05-06,retail_and_recreation,-0.52
Pakistan,2020-05-07,retail_and_recreation,-0.51
Pakistan,2020-05-08,retail_and_recreation,-0.56
Pakistan,2020-05-09,retail_and_recreation,-0.52
Pakistan,2020-05-10,retail_and_recreation,-0.51
Pakistan,2020-05-11,retail_and_recreation,-0.38
Pakistan,2020-05-12,retail_and_recreation,-0.38
Pakistan,2020-05-13,retail_and_recreation,-0.39
Pakistan,2020-05-14,retail_and_recreation,-0.37
Pakistan,2020-05-15,retail_and_recreation,-0.53
Pakistan,2020-05-16,retail_and_recreation,-0.53
Pakistan,2020-05-17,retail_and_recreation,-0.52
Pakistan,2020-05-18,retail_and_recreation,-0.24
Pakistan,2020-05-19,retail_and_recreation,-0.28
Pakistan,2020-05-20,retail_and_recreation,-0.3
Pakistan,2020-05-21,retail_and_recreation,-0.26
Pakistan,2020-05-22,retail_and_recreation,-0.27
Pakistan,2020-05-23,retail_and_recreation,-0.19
Pakistan,2020-05-24,retail_and_recreation,-0.36
Pakistan,2020-05-25,retail_and_recreation,-0.39
Pakistan,2020-05-26,retail_and_recreation,-0.4
Pakistan,2020-05-27,retail_and_recreation,-0.38
Pakistan,2020-05-28,retail_and_recreation,-0.33
Pakistan,2020-05-29,retail_and_recreation,-0.38
Pakistan,2020-05-30,retail_and_recreation,-0.36
Pakistan,2020-05-31,retail_and_recreation,-0.35
Pakistan,2020-06-01,retail_and_recreation,-0.24
Pakistan,2020-06-02,retail_and_recreation,-0.28
Pakistan,2020-06-03,retail_and_recreation,-0.3
Pakistan,2020-06-04,retail_and_recreation,-0.3
Pakistan,2020-06-05,retail_and_recreation,-0.35
Pakistan,2020-06-06,retail_and_recreation,-0.47
Pakistan,2020-06-07,retail_and_recreation,-0.46
Pakistan,2020-06-08,retail_and_recreation,-0.22
Pakistan,2020-06-09,retail_and_recreation,-0.29
Pakistan,2020-06-10,retail_and_recreation,-0.3
Pakistan,2020-06-11,retail_and_recreation,-0.29
Pakistan,2020-06-12,retail_and_recreation,-0.33
Pakistan,2020-06-13,retail_and_recreation,-0.46
Pakistan,2020-06-14,retail_and_recreation,-0.46
Pakistan,2020-06-15,retail_and_recreation,-0.22
Pakistan,2020-06-16,retail_and_recreation,-0.28
Pakistan,2020-06-17,retail_and_recreation,-0.32
Pakistan,2020-06-18,retail_and_recreation,-0.33
Pakistan,2020-06-19,retail_and_recreation,-0.36
Pakistan,2020-06-20,retail_and_recreation,-0.48
Pakistan,2020-06-21,retail_and_recreation,-0.48
Pakistan,2020-06-22,retail_and_recreation,-0.23
Pakistan,2020-06-23,retail_and_recreation,-0.28
Pakistan,2020-06-24,retail_and_recreation,-0.3
Pakistan,2020-06-25,retail_and_recreation,-0.3
Pakistan,2020-06-26,retail_and_recreation,-0.33
Pakistan,2020-06-27,retail_and_recreation,-0.46
Pakistan,2020-06-28,retail_and_recreation,-0.45
Pakistan,2020-06-29,retail_and_recreation,-0.22
Pakistan,2020-06-30,retail_and_recreation,-0.26
Pakistan,2020-07-01,retail_and_recreation,-0.29
Pakistan,2020-07-02,retail_and_recreation,-0.27
Pakistan,2020-07-03,retail_and_recreation,-0.28
Pakistan,2020-07-04,retail_and_recreation,-0.42
Pakistan,2020-07-05,retail_and_recreation,-0.39
Pakistan,2020-07-06,retail_and_recreation,-0.16
Pakistan,2020-07-07,retail_and_recreation,-0.19
Pakistan,2020-07-08,retail_and_recreation,-0.24
Pakistan,2020-07-09,retail_and_recreation,-0.22
Pakistan,2020-07-10,retail_and_recreation,-0.24
Pakistan,2020-07-11,retail_and_recreation,-0.4
Pakistan,2020-07-12,retail_and_recreation,-0.37
Pakistan,2020-07-13,retail_and_recreation,-0.11
Pakistan,2020-07-14,retail_and_recreation,-0.18
Pakistan,2020-07-15,retail_and_recreation,-0.2
Pakistan,2020-07-16,retail_and_recreation,-0.19
Pakistan,2020-07-17,retail_and_recreation,-0.23
Pakistan,2020-07-18,retail_and_recreation,-0.38
Pakistan,2020-07-19,retail_and_recreation,-0.35
Pakistan,2020-07-20,retail_and_recreation,-0.09
Pakistan,2020-07-21,retail_and_recreation,-0.13
Pakistan,2020-07-22,retail_and_recreation,-0.15
Pakistan,2020-07-23,retail_and_recreation,-0.16
Pakistan,2020-07-24,retail_and_recreation,-0.17
Pakistan,2020-07-25,retail_and_recreation,-0.34
Pakistan,2020-07-26,retail_and_recreation,-0.37
Pakistan,2020-07-27,retail_and_recreation,0.01
Pakistan,2020-07-28,retail_and_recreation,-0.18
Pakistan,2020-07-29,retail_and_recreation,-0.19
Pakistan,2020-07-30,retail_and_recreation,-0.14
Pakistan,2020-07-31,retail_and_recreation,-0.11
Pakistan,2020-08-01,retail_and_recreation,-0.51
Pakistan,2020-08-02,retail_and_recreation,-0.42
Pakistan,2020-08-03,retail_and_recreation,-0.32
Pakistan,2020-08-04,retail_and_recreation,-0.22
Pakistan,2020-08-05,retail_and_recreation,-0.21
Pakistan,2020-08-06,retail_and_recreation,-0.22
Pakistan,2020-08-07,retail_and_recreation,-0.27
Pakistan,2020-08-08,retail_and_recreation,-0.31
Pakistan,2020-08-09,retail_and_recreation,-0.24
Pakistan,2020-08-10,retail_and_recreation,-0.03
Pakistan,2020-08-11,retail_and_recreation,-0.06
Pakistan,2020-08-12,retail_and_recreation,-0.08
Pakistan,2020-08-13,retail_and_recreation,-0.03
Pakistan,2020-08-14,retail_and_recreation,-0.09
Pakistan,2020-08-15,retail_and_recreation,-0.12
Pakistan,2020-08-16,retail_and_recreation,-0.13
Pakistan,2020-08-17,retail_and_recreation,-0.01
Pakistan,2020-08-18,retail_and_recreation,-0.05
Pakistan,2020-08-19,retail_and_recreation,-0.06
Pakistan,2020-08-20,retail_and_recreation,-0.07
Pakistan,2020-08-21,retail_and_recreation,-0.13
Pakistan,2020-08-22,retail_and_recreation,-0.11
Pakistan,2020-08-23,retail_and_recreation,-0.08
Pakistan,2020-08-24,retail_and_recreation,0.02
Pakistan,2020-08-25,retail_and_recreation,-0.11
Pakistan,2020-08-26,retail_and_recreation,-0.08
Pakistan,2020-08-27,retail_and_recreation,-0.21
Pakistan,2020-08-28,retail_and_recreation,-0.15
Pakistan,2020-08-29,retail_and_recreation,-0.37
Pakistan,2020-08-30,retail_and_recreation,-0.47
Pakistan,2020-08-31,retail_and_recreation,0.04
Pakistan,2020-09-01,retail_and_recreation,0.04
Pakistan,2020-02-15,grocery_and_pharmacy,0.03
Pakistan,2020-02-16,grocery_and_pharmacy,0.03
Pakistan,2020-02-17,grocery_and_pharmacy,0.08
Pakistan,2020-02-18,grocery_and_pharmacy,0.04
Pakistan,2020-02-19,grocery_and_pharmacy,0
Pakistan,2020-02-20,grocery_and_pharmacy,-0.04
Pakistan,2020-02-21,grocery_and_pharmacy,0
Pakistan,2020-02-22,grocery_and_pharmacy,0.02
Pakistan,2020-02-23,grocery_and_pharmacy,0.01
Pakistan,2020-02-24,grocery_and_pharmacy,0.08
Pakistan,2020-02-25,grocery_and_pharmacy,0.05
Pakistan,2020-02-26,grocery_and_pharmacy,0.01
Pakistan,2020-02-27,grocery_and_pharmacy,0.02
Pakistan,2020-02-28,grocery_and_pharmacy,-0.02
Pakistan,2020-02-29,grocery_and_pharmacy,-0.02
Pakistan,2020-03-01,grocery_and_pharmacy,0.06
Pakistan,2020-03-02,grocery_and_pharmacy,0.12
Pakistan,2020-03-03,grocery_and_pharmacy,0.1
Pakistan,2020-03-04,grocery_and_pharmacy,0.04
Pakistan,2020-03-05,grocery_and_pharmacy,-0.01
Pakistan,2020-03-06,grocery_and_pharmacy,-0.04
Pakistan,2020-03-07,grocery_and_pharmacy,0.02
Pakistan,2020-03-08,grocery_and_pharmacy,0.06
Pakistan,2020-03-09,grocery_and_pharmacy,0.15
Pakistan,2020-03-10,grocery_and_pharmacy,0.1
Pakistan,2020-03-11,grocery_and_pharmacy,-0.04
Pakistan,2020-03-12,grocery_and_pharmacy,-0.01
Pakistan,2020-03-13,grocery_and_pharmacy,0.06
Pakistan,2020-03-14,grocery_and_pharmacy,0.08
Pakistan,2020-03-15,grocery_and_pharmacy,0.06
Pakistan,2020-03-16,grocery_and_pharmacy,0.14
Pakistan,2020-03-17,grocery_and_pharmacy,0.08
Pakistan,2020-03-18,grocery_and_pharmacy,0.02
Pakistan,2020-03-19,grocery_and_pharmacy,-0.05
Pakistan,2020-03-20,grocery_and_pharmacy,-0.1
Pakistan,2020-03-21,grocery_and_pharmacy,-0.14
Pakistan,2020-03-22,grocery_and_pharmacy,-0.25
Pakistan,2020-03-23,grocery_and_pharmacy,-0.39
Pakistan,2020-03-24,grocery_and_pharmacy,-0.48
Pakistan,2020-03-25,grocery_and_pharmacy,-0.52
Pakistan,2020-03-26,grocery_and_pharmacy,-0.52
Pakistan,2020-03-27,grocery_and_pharmacy,-0.58
Pakistan,2020-03-28,grocery_and_pharmacy,-0.54
Pakistan,2020-03-29,grocery_and_pharmacy,-0.55
Pakistan,2020-03-30,grocery_and_pharmacy,-0.49
Pakistan,2020-03-31,grocery_and_pharmacy,-0.53
Pakistan,2020-04-01,grocery_and_pharmacy,-0.52
Pakistan,2020-04-02,grocery_and_pharmacy,-0.5
Pakistan,2020-04-03,grocery_and_pharmacy,-0.53
Pakistan,2020-04-04,grocery_and_pharmacy,-0.49
Pakistan,2020-04-05,grocery_and_pharmacy,-0.51
Pakistan,2020-04-06,grocery_and_pharmacy,-0.42
Pakistan,2020-04-07,grocery_and_pharmacy,-0.45
Pakistan,2020-04-08,grocery_and_pharmacy,-0.48
Pakistan,2020-04-09,grocery_and_pharmacy,-0.5
Pakistan,2020-04-10,grocery_and_pharmacy,-0.5
Pakistan,2020-04-11,grocery_and_pharmacy,-0.47
Pakistan,2020-04-12,grocery_and_pharmacy,-0.49
Pakistan,2020-04-13,grocery_and_pharmacy,-0.42
Pakistan,2020-04-14,grocery_and_pharmacy,-0.45
Pakistan,2020-04-15,grocery_and_pharmacy,-0.43
Pakistan,2020-04-16,grocery_and_pharmacy,-0.41
Pakistan,2020-04-17,grocery_and_pharmacy,-0.47
Pakistan,2020-04-18,grocery_and_pharmacy,-0.42
Pakistan,2020-04-19,grocery_and_pharmacy,-0.41
Pakistan,2020-04-20,grocery_and_pharmacy,-0.34
Pakistan,2020-04-21,grocery_and_pharmacy,-0.35
Pakistan,2020-04-22,grocery_and_pharmacy,-0.36
Pakistan,2020-04-23,grocery_and_pharmacy,-0.33
Pakistan,2020-04-24,grocery_and_pharmacy,-0.34
Pakistan,2020-04-25,grocery_and_pharmacy,-0.46
Pakistan,2020-04-26,grocery_and_pharmacy,-0.48
Pakistan,2020-04-27,grocery_and_pharmacy,-0.43
Pakistan,2020-04-28,grocery_and_pharmacy,-0.43
Pakistan,2020-04-29,grocery_and_pharmacy,-0.44
Pakistan,2020-04-30,grocery_and_pharmacy,-0.43
Pakistan,2020-05-01,grocery_and_pharmacy,-0.48
Pakistan,2020-05-02,grocery_and_pharmacy,-0.41
Pakistan,2020-05-03,grocery_and_pharmacy,-0.42
Pakistan,2020-05-04,grocery_and_pharmacy,-0.35
Pakistan,2020-05-05,grocery_and_pharmacy,-0.37
Pakistan,2020-05-06,grocery_and_pharmacy,-0.35
Pakistan,2020-05-07,grocery_and_pharmacy,-0.35
Pakistan,2020-05-08,grocery_and_pharmacy,-0.39
Pakistan,2020-05-09,grocery_and_pharmacy,-0.34
Pakistan,2020-05-10,grocery_and_pharmacy,-0.35
Pakistan,2020-05-11,grocery_and_pharmacy,-0.22
Pakistan,2020-05-12,grocery_and_pharmacy,-0.23
Pakistan,2020-05-13,grocery_and_pharmacy,-0.25
Pakistan,2020-05-14,grocery_and_pharmacy,-0.23
Pakistan,2020-05-15,grocery_and_pharmacy,-0.36
Pakistan,2020-05-16,grocery_and_pharmacy,-0.35
Pakistan,2020-05-17,grocery_and_pharmacy,-0.37
Pakistan,2020-05-18,grocery_and_pharmacy,-0.07
Pakistan,2020-05-19,grocery_and_pharmacy,-0.13
Pakistan,2020-05-20,grocery_and_pharmacy,-0.14
Pakistan,2020-05-21,grocery_and_pharmacy,-0.09
Pakistan,2020-05-22,grocery_and_pharmacy,-0.06
Pakistan,2020-05-23,grocery_and_pharmacy,0.05
Pakistan,2020-05-24,grocery_and_pharmacy,-0.35
Pakistan,2020-05-25,grocery_and_pharmacy,-0.37
Pakistan,2020-05-26,grocery_and_pharmacy,-0.36
Pakistan,2020-05-27,grocery_and_pharmacy,-0.3
